person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
46818,Thein Sein,1,,46639,Myanmar,Thein,Sein,,,1945-01-01,Male,0.0,,,Married,,Military official,,,,,,46680,Burmese,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,military,military,,,University / college,,0.0,0.0,,,46689,Union Solidarity and Development Party,No,Top ten,Chairman,,,Previous Minister,Executive,President,,,2011-01-01,,0,,,,0,,Assembly leader,"MP-elect in People's Parliament, Zabuthiri Constituency",,2011-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2011-01-01
64113,Abdelaziz Bouteflika,"1,2",,45653,Algeria,Abdelaziz,Bouteflika,,,1937-01-01,Male,1.0,"Oujda, Morocco",Morocco,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,,,Assumed,,,,,,,,,,,,,,0,,,,,,,,Secondary,,,,,,63759,National Liberation Front (FLN),No,Apex,,,No,Political advisor,Executive,President of the Republic,"family, youth",,1999-01-01,,0,,,,0,,Member of Parliament,,,1962-01-01,,0,,,,0,,Party leader,FLN Party Leader,,1962-01-01,,0,,,,0,,0,1999-01-01
52826,Dilma Vana Rousseff,1,,43678,Brazil,Dilma Vana,Rousseff,,,1947-01-01,Female,0.0,"Belo Horizonte, MG",,Divorced,1.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,,,,,,,,,,,,,,,,,0,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,43683,Workers' Party,No,Apex,,,,Previous Minister,Executive,President,,,2011-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2011-01-01
67953,Motsoahae Thomas Thabane,"1,2",Lower House,64661,Lesotho,Motsoahae Thomas,Thabane,,,1939-01-01,Male,0.0,Maseru,Lesotho,Divorced,5.0,Self-employed: small businessman,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,76687,Sotho|Sesotho,Assumed,Sesotho,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,social sciences,social sciences,,,University / college,,0.0,0.0,Political Science and English,"http://www.parliament.ls/assembly/index.php?option=com_content&view=article&id=37&Itemid=56
https://en.wikipedia.org/wiki/Tom_Thabane
http://www.abc.org.ls/Constituency_MPs.aspx
http://www.gov.ls/gov_webportal/arms%20of%20state/cabinet/cabinet.html",64795,All Basotho Convention (ABC),No,Apex,Founder and Leader,,No,Party organization/administration,Executive,Prime Minister,PM or equivalent,Prime Minister,2017-01-01,,0,,,,0,,Member of Parliament,"MP,Abia",defence,2017-01-01,,1,,,,0,,Party leader,All Basotho Convention,,2006-01-01,,0,,,,0,,0,2017-01-01
137606,Rajkeswur (Kailash) Purryag,1,,134516,Mauritius,Rajkeswur (Kailash),Purryag,,,1947-12-12,Male,0.0,Camp Fouquereaux,,Married,1.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,,,,,"134526,134524",English|French,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,,,,,134531,Mauritian Labour Party (MLP),No,Apex,President,President,Yes,Party organization/administration,Executive,President,,,2012-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2012-01-01
651,Rupiah Bwezani Banda,1,,629,Zambia,Rupiah Bwezani,Banda,,,1937-01-01,Male,1.0,"Miko, Gwanda",Zimbabwe,Married,7.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,,,,,,,,,,,,,,,,,0,,,,economics / business / management,economics / business / management,,,University / college,,1.0,1.0,,Source: http://www.statehouse.gov.zm/index.php/about-state-house/the-president,639,Movement for Multi-party Democracy,No,Apex,President,,,Local government,Executive,Former President of the Republic,,,2008-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2008-01-01
136573,Laura Chinchilla Miranda,1,,134537,Costa Rica,Laura,Chinchilla Miranda,,,1959-03-28,Female,0.0,San José,,Married,1.0,International organization other,,,,Chinchilla,,134722,Spanish; Castilian,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,social sciences,social sciences,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Public Policy,"Curriculum Vitae

EstudiÃ³ ciencias polÃ­ticas en la Universidad de Costa Rica y obtuvo una maestrÃ­a en PolÃ­ticas PÃºblicas de la Universidad de Georgetown en Estados Unidos. Se especializÃ³ en materia de seguridad ciudadana, prevenciÃ³n del delito y reforma judicial.

Ha sido conferencista en diversos foros internacionales, ha publicado cuatro libros y un sinnÃºmero de artÃ­culos especializados. Ha dirigido proyectos en los distintos paÃ­ses de AmÃ©rica Latina, del Caribe y de Ãfrica. Esta experiencia le permitiÃ³ valorar aÃºn mÃ¡s las fortalezas de la democracia costarricense y los desafÃ­os que enfrenta para garantizar una adecuada calidad de vida para sus habitantes.

Cuando se desempeÃ±Ã³ como diputada, presidiÃ³ varias comisiones, desde las que impulsÃ³ diversas leyes en materia de participaciÃ³n ciudadana, eficiencia del sector pÃºblico, seguridad ciudadana, delitos contra menores, violencia intrafamiliar y combate de la corrupciÃ³n.

Desde mayo del aÃ±o 2006 y hasta octubre del 2008, Laura Chinchilla se desempeÃ±Ã³ como Primera Vicepresidenta de la RepÃºblica del gobierno de Ã“scar Arias, asÃ­ como Ministra de Justicia.
",134727,National Liberation Party,No,Apex,Member,Miembro,No,Previous Minister,Executive,President,,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2010-01-01
134752,Ali Ben Bongo Ondimba,"1,2",,134543,Gabon,Ali Ben,Bongo Ondimba,,,1959-01-01,Male,1.0,Brazzaville,Congo,Married,4.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Omar Bongo,,134567,French,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,law,law,,,Ph.D.,,1.0,1.0,Law,,134709,Gabonese Democratic Party (PDG),No,Apex,Vice-President,,,Previous Minister,Executive,President,,,2009-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2009-01-01
128461,Olemic Thommessen,"1,2",,40532,Norway,Olemic,Thommessen,,,1956-01-01,Male,0.0,"Lillehammer, Oppland",Norway,Married,2.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",Employed: top management / director / CEO,,,,,60740,Norwegian,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,,Primary source for biographical information was parliamentary (Stortinget) biography: https://www.stortinget.no/en/In-English/Members-of-the-Storting/Members/.,60746,Conservative Party,No,No,"Member, Standing Committee on Family and Cultural Affairs",Member of the Storting for Oppland County,No,Party organization/administration,Member of Parliament,,,,2013-01-01,,3,,,,257048,Oppland,Executive,President of Parliament,,2013-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2013-01-01
4639,Prokopios Pavlopoulos,"1,2",Lower House,4396,Greece,Prokopios,Pavlopoulos,,,1950-01-01,Male,0.0,"Kalamata, Greece",Greece,Married,3.0,Education: university professor,,,,,,4415,Greek,,,4415,Greek,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,,,,law,law,,,Ph.D.,,1.0,1.0,,,4404,New Democracy,No,No,"MP, Member of the Party Central Committee",,,Political advisor,Executive,President of Democracy,,,2015-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2015-01-01
44576,Sebastián Piñera Echenique,"1,2",,39910,Chile,Sebastián,Piñera Echenique,,,1949-01-01,Male,0.0,Santiago,,Married,4.0,Self-employed: small businessman,,,,,,43571,Spanish; Castilian,Assumed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,economics / business / management,economics / business / management,,,Ph.D.,,0.0,0.0,,http://www.gobiernodechile.cl/presidente/,39927,National Renewal,No,Apex,,,Yes,Party organization/administration,Executive,President,,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2010-01-01
67940,Mohato Bereng (King Letsie III) Seeiso,"1,2",,64661,Lesotho,Mohato Bereng (King Letsie III),Seeiso,,,1963-01-01,Male,0.0,"Morija, Lesotho",Lesotho,Married,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Royal family,,76687,Sotho|Sesotho,Assumed,Sesotho,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,agronomy|economics / business / management|law,agronomy,economics / business / management,law,University / college,,0.0,0.0,Law,"https://en.wikipedia.org/wiki/Letsie_III_of_Lesotho
http://www.gov.ls/gov_webportal/arms%20of%20state/the%20office%20of%20the%20king/office_of_the_king.html",0,,Yes,No,,,,,Executive,King of Lesotho (Constitutional monarch),,,1996-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,1996-01-01
79347,Tareck Zaidan El - Aissami Maddah ,"1,2",,64725,"Venezuela, Bolivarian Republic of",Tareck Zaidan,El - Aissami Maddah ,,,1974-01-01,Male,0.0,"El Vigia, Merida",Venezuela,Married,2.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,Assumed,72837,Spanish; Castilian,Assumed,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,law,law,,,University / college,,0.0,0.0,,"He was Vice Minister of public security
https://www.treasury.gov/press-center/press-releases/Pages/as0005.aspx
http://tareck.psuv.org.ve/biografia/#.WgCDeRNSzR0
https://www.forbes.com/sites/realspin/2017/03/20/venezuelan-vp-tareck-el-aissami-is-bad-news/#5190f0802050",68100,United Socialist Party of Venezuela,No,No,Member,Miembro,No,Political movement,Executive,Vice President,interior,Ministro del poder popular para relaciones interiores,2017-01-01,,0,,,,0,,Executive,Governor or State of Aragua,,,,0,,,,0,,,,,,,0,,,,0,,0,
133240,Tamim Bin Hamad Al Thani,"1,2",,132874,Qatar,Tamim Bin Hamad,Al Thani,,,1980-01-01,Male,0.0,"Doha, Qatar",Qatar,Married,8.0,"Employed: middle management (department head, technician etc.)",Employed: top management / director / CEO,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,Al Thani ,Assumed,132880,Arabic,Assumed,,132885,English,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,military,military,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,,,0,,,,,,,,Executive,Crown Prince and Heir Apparent of Qatar,,,2003-01-01,,0,,,,0,,Executive,Emir,,2013-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2013-01-01
114866,Dragan Covic,"1,2",,3879,Bosnia and Herzegovina,Dragan,Covic,,,1956-01-01,Male,0.0,"Mostar, Bosnia and Herzegovina ",Bosnia and Herzegovina,Married,2.0,Education: university professor,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,Covic,,3889,Croatian,,,"3881,3890",Bosnian|Serbian,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,,,,engineering,engineering,,,Ph.D.,,0.0,1.0,,,4393,Croatian Democratic Union of Bosnia and Herzegovina,No,No,,,,,Executive,Member of the Presidency of Bosnia and Herzegovina (rotating chair),,,2014-01-01,,0,,,,282116,federacija bosne i hercegovine,Party leader,Head of the Croatian Democratic Union of Bosnia and Herzegovina ,,2005-01-01,,1,,,,0,,,,,,,0,,,,0,,0,2014-01-01
288565,Flávio Saraiva de Carvalho da  Fonseca,,,80098,Angola,Flávio Saraiva de Carvalho da ,Fonseca,,,,Male,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,0.0,,,"http://m.portalangop.co.ao/angola/en_us/noticias/politica/2017/8/39/President-Republic-appoints-his-office-members,7e256f47-fad3-4460-bb99-14862b124d9b.html",0,,,,,,,,Executive,Secretary for Regional and Local Affairs of the President of Republic,,,2017-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2017-01-01
81606,Bohuslav Sobotka,"1,2",Lower House,68452,Czech Republic,Bohuslav,Sobotka,,,1971-01-01,Male,0.0,"Telnice, Czechoslovakia",Czechoslovakia (no longer exists),Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,69479,Czech,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,,"Chairman of CSSD
former Minister of Finance.
In 1990 he was among the founding members of the Young Social Democrats. After completing law studies at Masaryk University in Brno entered politics.
. In the years 2002 - 2006 he held the post of finance minister and deputy prime minister for the economy in coalition governments led by Social Democrats.
----------
Notes by an independent PA consultant
CSSD leader: Bohuslav Sobotka
his closest adviser is the lawyer Radek Pokorny. his bagman is Martin Hoferek
the decisive force for CSSD has traditionally been Miroslav Jansta, another lawyer from Prague
His other party allies: Jiri Dienstbier, Jr, David Rath, Jeronym Tejc
His party opponent: Michal Hasek, whose power base rests in Prague CSSD chapter, South Moravian chapter and the traditional ""Zemanite"" part of the party",70600,Czech Social Democratic Party -ČSSD,No,No,Chairman,Předseda,,Previous Minister,Executive,Prime Minister ,,,2014-01-01,,0,,,,0,,Party leader,Party Leader ,,2011-01-01,,0,,,,0,,Member of Parliament,MP,,,,4,48.1,301.0,,252099,Jihomoravsky,0,2014-01-01
139582,Sher Bahadur Deuba,"1,2",,133701,Nepal,Sher Bahadur,Deuba,,,1947-01-01,Male,0.0,Dadeldhura district,,,1.0,,,,,Rana,,134346,Nepali,,,136594,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,social sciences,social sciences,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,134366,Nepali Congress,No,Apex,Senior Leader,Barishta Neta,,Party organization/administration,Executive,Prime Minister,,,2017-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2017-01-01
71741,Alexander Van der Bellen,"1,2",,68288,Austria,Alexander,Van der Bellen,,,1944-01-01,Male,0.0,Vienna,Austria,Married,2.0,Education: university professor,,,,,Uncertain,68289,German,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,,,economics / business / management,economics / business / management,,,Ph.D.,,0.0,1.0,,,68351,The Greens – The Green Alternative,No,No,,,,Party organization/administration,Executive,President of Austria,,,2016-01-01,,0,,,,0,,,MP,,,,6,,,,0,,,,,,,0,,,,0,,0,2016-01-01
66032,Carlos Mauricio Funes Cartagena,1,,66025,El Salvador,Carlos Mauricio,Funes Cartagena,,,1959-01-01,Male,0.0,"San Salvador, San Salvador",,Married,,"Media (journalist, pundit, columnist etc)",,,,"Vanda Pignato (militant of the Partido dos Trabalhadores of Brazil and long time friend of former President of Brazil, Luiz Inácio ""Lula"" da Silva)",,,Spanish,,Spanish,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,social sciences,social sciences,,,University / college,,0.0,0.0,,,66026,Farabundo Marti National Liberation Front (FMLN),Yes,Apex,"Although President Funes is technically registered as a member of the FMLN due to constitutional requirement, he has publicly stated that he is not a militant of the FMLN.",,,,Executive,President of the Republic of El Salvador,,,2009-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2009-01-01
74076,Salvador Sánchez Cerén,"1,2",,66025,El Salvador,Salvador,Sánchez Cerén,,,1944-01-01,Male,0.0,"Quezaltepeque, La Libertad",El Salvador,Married,4.0,Education: school teacher,,,,,,66036,Spanish; Castilian,Assumed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,humanities,humanities,,,University / college,,,,Teaching,"https://en.wikipedia.org/wiki/Salvador_S%C3%A1nchez_Cer%C3%A9n
http://www.sanchezceren.com/",66026,Farabundo Marti National Liberation Front (FMLN),No,Top ten,Member of the Political Comission,Miembro de la Comisión Política,No,Political advisor,Executive,President,education,Educación,2014-01-01,,0,,,,0,,,,,2009-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2014-01-01
70157,Hon. Dr Michael Frendo,1,,65231,Malta,Hon. Dr Michael,Frendo,,,1955-01-01,Male,0.0,Malta,,Married,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,65234,Maltese|English,,English,65235,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,European Community Law (LL.M),"http://www.parlament.mt/mrspeaker?l=1
http://en.wikipedia.org/wiki/Michael_Frendo",65232,Nationalist Party,No,Top ten,Speaker of the House of Representatives,Speaker tal-Kamra tad-Deputati,No,Previous Minister,Executive,Speaker of the House of Representatives,,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2010-01-01
10400,Mladen Ivanic,"1,2",,3879,Bosnia and Herzegovina,Mladen,Ivanic,,,1958-01-01,Male,0.0,"Sanski Most, Bosniai and Herzegovina ",Bosnia and Herzegovina,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Ivanic,,3890,Serbian,,,"3881,3889",Bosnian|Croatian,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,Ph.D.,,0.0,1.0,,,8082,Party of Democratic Progress,No,No,Head of the Party of Democratic Progress,Predsjednik Partije Demokratskog Progresa,,Previous Minister,Executive,Member of the Presidency of Bosnia and Herzegovina (rotating chair),,,2014-01-01,,0,,,,282122,republika srpska,Party leader,Party of Democratic Progress ,,1999-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2014-01-01
2971,Dr. Ram Baran Yadav,1,,133701,Nepal,Dr. Ram Baran,Yadav,,,1948-01-01,Male,0.0,Dhanusha,,,3.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,,,,,,,,,,,,,,,,,0,,,,biology / chemistry / physics,biology / chemistry / physics,,,Post-graduate (anything except Ph.D. degree),,,,Radiology,,0,,No,No,,,,,Executive,President,,,,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,
